original_file,file,arrival_time,augmentation_type
01012049.mseed,01012049_range_1_20.mseed,7.050826794320037,time_shift_range_1_20
01012049.mseed,01012049_range_25_35.mseed,45.98997879230572,time_shift_range_25_35
01012120.mseed,01012120.mseed,30.200000047683716,original
01012120.mseed,01012120_range_1_20.mseed,2.675837466428099,time_shift_range_1_20
01012120.mseed,01012120_range_25_35.mseed,52.07606463813073,time_shift_range_25_35
01012126.mseed,01012126.mseed,30.40000009536743,original
01012126.mseed,01012126_range_1_20.mseed,2.543624332145102,time_shift_range_1_20
01012126.mseed,01012126_range_25_35.mseed,50.60712352076558,time_shift_range_25_35
01012153.mseed,01012153.mseed,30.40000009536743,original
01012153.mseed,01012153_range_1_20.mseed,12.275008772455408,time_shift_range_1_20
01012153.mseed,01012153_range_25_35.mseed,36.20373194890686,time_shift_range_25_35
01020413.mseed,01020413.mseed,30.299999952316284,original
01020413.mseed,01020413_range_1_20.mseed,5.2828929812632195,time_shift_range_1_20
01020413.mseed,01020413_range_25_35.mseed,55.75179851186824,time_shift_range_25_35
01020421.mseed,01020421.mseed,30.200000047683716,original
01020421.mseed,01020421_range_1_20.mseed,12.970106385767037,time_shift_range_1_20
01020421.mseed,01020421_range_25_35.mseed,43.4837009183519,time_shift_range_25_35
01020442.mseed,01020442.mseed,30.40000009536743,original
01020442.mseed,01020442_range_1_20.mseed,6.126043115396751,time_shift_range_1_20
01020442.mseed,01020442_range_25_35.mseed,37.72495485396078,time_shift_range_25_35
01020449.mseed,01020449.mseed,30.5,original
01020449.mseed,01020449_range_1_20.mseed,5.3459067629623656,time_shift_range_1_20
01020449.mseed,01020449_range_25_35.mseed,52.42055702714657,time_shift_range_25_35
01020501.mseed,01020501.mseed,30.799999952316284,original
01020501.mseed,01020501_range_1_20.mseed,20.913841199858165,time_shift_range_1_20
01020501.mseed,01020501_range_25_35.mseed,55.230796018243176,time_shift_range_25_35
01020550.mseed,01020550.mseed,30.90000009536743,original
01020550.mseed,01020550_range_1_20.mseed,13.321207971230029,time_shift_range_1_20
01020550.mseed,01020550_range_25_35.mseed,32.96200464957604,time_shift_range_25_35
01020957.mseed,01020957.mseed,31.0,original
01020957.mseed,01020957_range_1_20.mseed,6.963267144676096,time_shift_range_1_20
01020957.mseed,01020957_range_25_35.mseed,34.089365562563835,time_shift_range_25_35
01022037.mseed,01022037.mseed,30.09999990463257,original
01022037.mseed,01022037_range_1_20.mseed,13.179161929093006,time_shift_range_1_20
01022037.mseed,01022037_range_25_35.mseed,52.277744497695195,time_shift_range_25_35
01030002.mseed,01030002.mseed,30.5,original
01030002.mseed,01030002_range_1_20.mseed,7.673660279006814,time_shift_range_1_20
01030002.mseed,01030002_range_25_35.mseed,54.75437803946518,time_shift_range_25_35
01030010.mseed,01030010.mseed,30.799999952316284,original
01030010.mseed,01030010_range_1_20.mseed,10.950939918930818,time_shift_range_1_20
01030010.mseed,01030010_range_25_35.mseed,56.65756130964652,time_shift_range_25_35
01030109.mseed,01030109.mseed,30.799999952316284,original
01030109.mseed,01030109_range_1_20.mseed,23.26753310527897,time_shift_range_1_20
01030109.mseed,01030109_range_25_35.mseed,45.62874326174275,time_shift_range_25_35
01030110.mseed,01030110.mseed,30.90000009536743,original
01030110.mseed,01030110_range_1_20.mseed,27.387813215019506,time_shift_range_1_20
01030110.mseed,01030110_range_25_35.mseed,31.88130985972595,time_shift_range_25_35
01030201.mseed,01030201.mseed,30.09999990463257,original
01030201.mseed,01030201_range_1_20.mseed,6.136717361248531,time_shift_range_1_20
01030201.mseed,01030201_range_25_35.mseed,53.43433293176071,time_shift_range_25_35
01030354.mseed,01030354.mseed,30.59999990463257,original
01030354.mseed,01030354_range_1_20.mseed,20.184110660073628,time_shift_range_1_20
01030354.mseed,01030354_range_25_35.mseed,54.69091431203992,time_shift_range_25_35
01031535.mseed,01031535.mseed,30.5,original
01031535.mseed,01031535_range_1_20.mseed,26.788761279297,time_shift_range_1_20
01031535.mseed,01031535_range_25_35.mseed,40.02908611565627,time_shift_range_25_35
01040015.mseed,01040015.mseed,31.0,original
01040015.mseed,01040015_range_1_20.mseed,18.87066087925117,time_shift_range_1_20
01040015.mseed,01040015_range_25_35.mseed,32.70192645081222,time_shift_range_25_35
01040021.mseed,01040021.mseed,31.0,original
01040021.mseed,01040021_range_1_20.mseed,6.00810577286887,time_shift_range_1_20
01040021.mseed,01040021_range_25_35.mseed,40.1461248129188,time_shift_range_25_35
01040024.mseed,01040024.mseed,30.799999952316284,original
01040024.mseed,01040024_range_1_20.mseed,6.429152928581054,time_shift_range_1_20
01040024.mseed,01040024_range_25_35.mseed,45.05544765694695,time_shift_range_25_35
01040033.mseed,01040033.mseed,30.59999990463257,original
01040033.mseed,01040033_range_1_20.mseed,23.121335289107762,time_shift_range_1_20
01040033.mseed,01040033_range_25_35.mseed,40.15601346872372,time_shift_range_25_35
01040144.mseed,01040144.mseed,31.0,original
01040144.mseed,01040144_range_1_20.mseed,23.80585562465163,time_shift_range_1_20
01040144.mseed,01040144_range_25_35.mseed,40.00858402020721,time_shift_range_25_35
01040257.mseed,01040257.mseed,30.09999990463257,original
01040257.mseed,01040257_range_1_20.mseed,25.591438930267284,time_shift_range_1_20
01040257.mseed,01040257_range_25_35.mseed,35.53246686293688,time_shift_range_25_35
01040332.mseed,01040332.mseed,30.09999990463257,original
01040332.mseed,01040332_range_1_20.mseed,23.482000678503514,time_shift_range_1_20
01040332.mseed,01040332_range_25_35.mseed,57.9130221616319,time_shift_range_25_35
01040407.mseed,01040407.mseed,30.5,original
01040407.mseed,01040407_range_1_20.mseed,29.036921798421687,time_shift_range_1_20
01040407.mseed,01040407_range_25_35.mseed,40.42467384095676,time_shift_range_25_35
01040408.mseed,01040408.mseed,30.700000047683716,original
01040408.mseed,01040408_range_1_20.mseed,26.97023616227587,time_shift_range_1_20
01040408.mseed,01040408_range_25_35.mseed,56.408088442763756,time_shift_range_25_35
01040534.mseed,01040534.mseed,31.0,original
01040534.mseed,01040534_range_1_20.mseed,20.306934977526943,time_shift_range_1_20
01040534.mseed,01040534_range_25_35.mseed,31.534741894921478,time_shift_range_25_35
01041858.mseed,01041858.mseed,30.799999952316284,original
01041858.mseed,01041858_range_1_20.mseed,20.46663898340609,time_shift_range_1_20
01041858.mseed,01041858_range_25_35.mseed,30.718549388341128,time_shift_range_25_35
01050315.mseed,01050315.mseed,30.09999990463257,original
01050315.mseed,01050315_range_1_20.mseed,17.482578645468468,time_shift_range_1_20
01050315.mseed,01050315_range_25_35.mseed,30.842791413790355,time_shift_range_25_35
01050543.mseed,01050543.mseed,17.700000047683716,original
01050543.mseed,01050543_range_1_20.mseed,23.534378904567184,time_shift_range_1_20
01050543.mseed,01050543_range_25_35.mseed,45.922001250076434,time_shift_range_25_35
01050621.mseed,01050621.mseed,30.40000009536743,original
01050621.mseed,01050621_range_1_20.mseed,16.344638982683463,time_shift_range_1_20
01050621.mseed,01050621_range_25_35.mseed,42.312853149514865,time_shift_range_25_35
01051408.mseed,01051408.mseed,30.0,original
01051408.mseed,01051408_range_1_20.mseed,13.36110364956392,time_shift_range_1_20
01051408.mseed,01051408_range_25_35.mseed,36.48030933250119,time_shift_range_25_35
01052103.mseed,01052103.mseed,30.90000009536743,original
01052103.mseed,01052103_range_1_20.mseed,24.177383406608893,time_shift_range_1_20
01052103.mseed,01052103_range_25_35.mseed,41.81032882423598,time_shift_range_25_35
01061031.mseed,01061031.mseed,30.90000009536743,original
01061031.mseed,01061031_range_1_20.mseed,13.496800732668543,time_shift_range_1_20
01061031.mseed,01061031_range_25_35.mseed,54.13299178008987,time_shift_range_25_35
01061112.mseed,01061112.mseed,30.09999990463257,original
01061112.mseed,01061112_range_1_20.mseed,21.380192234828723,time_shift_range_1_20
01061112.mseed,01061112_range_25_35.mseed,50.63983875597569,time_shift_range_25_35
01061214.mseed,01061214.mseed,30.90000009536743,original
01061214.mseed,01061214_range_1_20.mseed,10.208721718744846,time_shift_range_1_20
01061214.mseed,01061214_range_25_35.mseed,46.1204940710809,time_shift_range_25_35
01062031.mseed,01062031.mseed,30.299999952316284,original
01062031.mseed,01062031_range_1_20.mseed,17.800559245530817,time_shift_range_1_20
01062031.mseed,01062031_range_25_35.mseed,55.22620160601093,time_shift_range_25_35
01062035.mseed,01062035.mseed,30.700000047683716,original
01062035.mseed,01062035_range_1_20.mseed,22.030614908901974,time_shift_range_1_20
01062035.mseed,01062035_range_25_35.mseed,36.72189052696785,time_shift_range_25_35
01062222.mseed,01062222.mseed,30.59999990463257,original
01062222.mseed,01062222_range_1_20.mseed,28.15113513464746,time_shift_range_1_20
01062222.mseed,01062222_range_25_35.mseed,34.94956081436487,time_shift_range_25_35
01062341.mseed,01062341.mseed,30.90000009536743,original
01062341.mseed,01062341_range_1_20.mseed,16.479676425574517,time_shift_range_1_20
01062341.mseed,01062341_range_25_35.mseed,32.379918230181694,time_shift_range_25_35
01070122.mseed,01070122.mseed,31.0,original
01070122.mseed,01070122_range_1_20.mseed,17.683373625933747,time_shift_range_1_20
01070122.mseed,01070122_range_25_35.mseed,58.309785898346846,time_shift_range_25_35
01070146.mseed,01070146.mseed,30.90000009536743,original
01070146.mseed,01070146_range_1_20.mseed,21.461063404045788,time_shift_range_1_20
01070146.mseed,01070146_range_25_35.mseed,32.61151795025085,time_shift_range_25_35
01070256.mseed,01070256.mseed,30.09999990463257,original
01070256.mseed,01070256_range_1_20.mseed,2.0433217484955684,time_shift_range_1_20
01070256.mseed,01070256_range_25_35.mseed,30.431913796404785,time_shift_range_25_35
01070943.mseed,01070943.mseed,30.09999990463257,original
01070943.mseed,01070943_range_1_20.mseed,15.022217244090893,time_shift_range_1_20
01070943.mseed,01070943_range_25_35.mseed,45.65122602670082,time_shift_range_25_35
01071237.mseed,01071237.mseed,30.40000009536743,original
01071237.mseed,01071237_range_1_20.mseed,4.035631889724522,time_shift_range_1_20
01071237.mseed,01071237_range_25_35.mseed,59.79396737192498,time_shift_range_25_35
01071520.mseed,01071520.mseed,30.0,original
01071520.mseed,01071520_range_1_20.mseed,26.843221383761417,time_shift_range_1_20
01071520.mseed,01071520_range_25_35.mseed,51.23407652939552,time_shift_range_25_35
01071758.mseed,01071758.mseed,30.90000009536743,original
01071758.mseed,01071758_range_1_20.mseed,12.128190189551482,time_shift_range_1_20
01071758.mseed,01071758_range_25_35.mseed,40.81424007125997,time_shift_range_25_35
01071835.mseed,01071835.mseed,30.299999952316284,original
01071835.mseed,01071835_range_1_20.mseed,27.810690381699192,time_shift_range_1_20
01071835.mseed,01071835_range_25_35.mseed,30.725241084977018,time_shift_range_25_35
01071949.mseed,01071949.mseed,30.799999952316284,original
01071949.mseed,01071949_range_1_20.mseed,29.352082175754166,time_shift_range_1_20
01071949.mseed,01071949_range_25_35.mseed,42.1358339659544,time_shift_range_25_35
01080205.mseed,01080205.mseed,30.5,original
01080205.mseed,01080205_range_1_20.mseed,23.86995926613069,time_shift_range_1_20
01080205.mseed,01080205_range_25_35.mseed,52.15212112751284,time_shift_range_25_35
01080211.mseed,01080211.mseed,30.40000009536743,original
01080211.mseed,01080211_range_1_20.mseed,20.518514240462917,time_shift_range_1_20
01080211.mseed,01080211_range_25_35.mseed,37.99144789148158,time_shift_range_25_35
01080440.mseed,01080440.mseed,30.0,original
01080440.mseed,01080440_range_1_20.mseed,25.81527726326766,time_shift_range_1_20
01080440.mseed,01080440_range_25_35.mseed,36.3552992929902,time_shift_range_25_35
01080520.mseed,01080520.mseed,31.0,original
01080520.mseed,01080520_range_1_20.mseed,20.32800106604456,time_shift_range_1_20
01080520.mseed,01080520_range_25_35.mseed,41.56831432621867,time_shift_range_25_35
01081101.mseed,01081101.mseed,30.59999990463257,original
01081101.mseed,01081101_range_1_20.mseed,10.996982858319692,time_shift_range_1_20
01081101.mseed,01081101_range_25_35.mseed,32.190142330071865,time_shift_range_25_35
01081300.mseed,01081300.mseed,30.299999952316284,original
01081300.mseed,01081300_range_1_20.mseed,11.992571953016505,time_shift_range_1_20
01081300.mseed,01081300_range_25_35.mseed,57.14834614523372,time_shift_range_25_35
01081844.mseed,01081844.mseed,30.90000009536743,original
01081844.mseed,01081844_range_1_20.mseed,23.556964186199814,time_shift_range_1_20
01081844.mseed,01081844_range_25_35.mseed,45.455173481893134,time_shift_range_25_35
01081927.mseed,01081927.mseed,31.0,original
01081927.mseed,01081927_range_1_20.mseed,15.182474474576896,time_shift_range_1_20
01081927.mseed,01081927_range_25_35.mseed,57.492760193447644,time_shift_range_25_35
01082257.mseed,01082257.mseed,30.40000009536743,original
01082257.mseed,01082257_range_1_20.mseed,29.037484772342335,time_shift_range_1_20
01082257.mseed,01082257_range_25_35.mseed,49.60011646257853,time_shift_range_25_35
01082313.mseed,01082313.mseed,30.5,original
01082313.mseed,01082313_range_1_20.mseed,17.683294861569436,time_shift_range_1_20
01082313.mseed,01082313_range_25_35.mseed,57.7494085128492,time_shift_range_25_35
01090019.mseed,01090019.mseed,30.09999990463257,original
01090019.mseed,01090019_range_1_20.mseed,16.906404994755825,time_shift_range_1_20
01090019.mseed,01090019_range_25_35.mseed,35.50989767845514,time_shift_range_25_35
01090025.mseed,01090025.mseed,30.200000047683716,original
01090025.mseed,01090025_range_1_20.mseed,3.6284392540309875,time_shift_range_1_20
01090025.mseed,01090025_range_25_35.mseed,41.543259109878726,time_shift_range_25_35
01090508.mseed,01090508.mseed,30.200000047683716,original
01090508.mseed,01090508_range_1_20.mseed,22.58395370739835,time_shift_range_1_20
01090508.mseed,01090508_range_25_35.mseed,56.77518846032896,time_shift_range_25_35
01090755.mseed,01090755.mseed,30.700000047683716,original
01090755.mseed,01090755_range_1_20.mseed,18.556515348016724,time_shift_range_1_20
01090755.mseed,01090755_range_25_35.mseed,41.47913220212605,time_shift_range_25_35
01090858.mseed,01090858.mseed,30.799999952316284,original
01090858.mseed,01090858_range_1_20.mseed,9.557721241516733,time_shift_range_1_20
01090858.mseed,01090858_range_25_35.mseed,49.7554833142347,time_shift_range_25_35
01091004.mseed,01091004.mseed,30.299999952316284,original
01091004.mseed,01091004_range_1_20.mseed,3.6351624499225355,time_shift_range_1_20
01091004.mseed,01091004_range_25_35.mseed,31.21117010768132,time_shift_range_25_35
01091129.mseed,01091129.mseed,30.299999952316284,original
01091129.mseed,01091129_range_1_20.mseed,26.694474865887866,time_shift_range_1_20
01091129.mseed,01091129_range_25_35.mseed,58.08300658129572,time_shift_range_25_35
01091756.mseed,01091756.mseed,30.90000009536743,original
01091756.mseed,01091756_range_1_20.mseed,29.497375828442163,time_shift_range_1_20
01091756.mseed,01091756_range_25_35.mseed,42.03945800646741,time_shift_range_25_35
01091824.mseed,01091824.mseed,30.59999990463257,original
01091824.mseed,01091824_range_1_20.mseed,16.66253745710346,time_shift_range_1_20
01091824.mseed,01091824_range_25_35.mseed,53.24527827325109,time_shift_range_25_35
01091950.mseed,01091950.mseed,30.5,original
01091950.mseed,01091950_range_1_20.mseed,5.954595671785795,time_shift_range_1_20
01091950.mseed,01091950_range_25_35.mseed,55.29740318684457,time_shift_range_25_35
01092109.mseed,01092109.mseed,30.09999990463257,original
01092109.mseed,01092109_range_1_20.mseed,5.272862670510763,time_shift_range_1_20
01092109.mseed,01092109_range_25_35.mseed,37.629831688652416,time_shift_range_25_35
01092145.mseed,01092145.mseed,31.0,original
01092145.mseed,01092145_range_1_20.mseed,2.7607962128609125,time_shift_range_1_20
01092145.mseed,01092145_range_25_35.mseed,49.035463838025024,time_shift_range_25_35
01092221.mseed,01092221.mseed,30.90000009536743,original
01092221.mseed,01092221_range_1_20.mseed,20.969642038616602,time_shift_range_1_20
01092221.mseed,01092221_range_25_35.mseed,43.11274034761892,time_shift_range_25_35
01100231.mseed,01100231.mseed,31.0,original
01100231.mseed,01100231_range_1_20.mseed,18.66237645301073,time_shift_range_1_20
01100231.mseed,01100231_range_25_35.mseed,57.84567322523531,time_shift_range_25_35
01101510.mseed,01101510.mseed,30.799999952316284,original
01101510.mseed,01101510_range_1_20.mseed,24.463120587641285,time_shift_range_1_20
01101510.mseed,01101510_range_25_35.mseed,49.18564856581769,time_shift_range_25_35
01101625.mseed,01101625.mseed,30.200000047683716,original
01101625.mseed,01101625_range_1_20.mseed,23.674364067787653,time_shift_range_1_20
01101625.mseed,01101625_range_25_35.mseed,46.84734749301386,time_shift_range_25_35
01101633.mseed,01101633.mseed,30.799999952316284,original
01101633.mseed,01101633_range_1_20.mseed,1.4164324506758277,time_shift_range_1_20
01101633.mseed,01101633_range_25_35.mseed,42.00190677434175,time_shift_range_25_35
01101723.mseed,01101723.mseed,30.700000047683716,original
01101723.mseed,01101723_range_1_20.mseed,2.310414222149795,time_shift_range_1_20
01101723.mseed,01101723_range_25_35.mseed,40.16869481299096,time_shift_range_25_35
01101840.mseed,01101840.mseed,31.0,original
01101840.mseed,01101840_range_1_20.mseed,7.07758285241868,time_shift_range_1_20
01101840.mseed,01101840_range_25_35.mseed,47.11985053153584,time_shift_range_25_35
01102005.mseed,01102005.mseed,30.90000009536743,original
01102005.mseed,01102005_range_1_20.mseed,22.791802252687457,time_shift_range_1_20
01102005.mseed,01102005_range_25_35.mseed,33.015869746732875,time_shift_range_25_35
01111544.mseed,01111544.mseed,30.90000009536743,original
01111544.mseed,01111544_range_1_20.mseed,27.201004846095294,time_shift_range_1_20
01111544.mseed,01111544_range_25_35.mseed,36.67151131645394,time_shift_range_25_35
01120019.mseed,01120019.mseed,30.700000047683716,original
01120019.mseed,01120019_range_1_20.mseed,1.698077283110885,time_shift_range_1_20
01120019.mseed,01120019_range_25_35.mseed,47.34020452481785,time_shift_range_25_35
01120525.mseed,01120525.mseed,30.59999990463257,original
01120525.mseed,01120525_range_1_20.mseed,7.405247037387914,time_shift_range_1_20
01120525.mseed,01120525_range_25_35.mseed,51.39433703387438,time_shift_range_25_35
01121121.mseed,01121121.mseed,30.200000047683716,original
01121121.mseed,01121121_range_1_20.mseed,18.352006023851043,time_shift_range_1_20
01121121.mseed,01121121_range_25_35.mseed,33.05159958630522,time_shift_range_25_35
01121928.mseed,01121928.mseed,30.700000047683716,original
01121928.mseed,01121928_range_1_20.mseed,1.5730007689013474,time_shift_range_1_20
01121928.mseed,01121928_range_25_35.mseed,59.03793122276035,time_shift_range_25_35
01122025.mseed,01122025.mseed,30.5,original
01122025.mseed,01122025_range_1_20.mseed,9.97713465325934,time_shift_range_1_20
01122025.mseed,01122025_range_25_35.mseed,32.51150268767393,time_shift_range_25_35
01122046.mseed,01122046.mseed,30.59999990463257,original
01122046.mseed,01122046_range_1_20.mseed,12.542300824161243,time_shift_range_1_20
01122046.mseed,01122046_range_25_35.mseed,59.879928239302316,time_shift_range_25_35
01122123.mseed,01122123.mseed,30.700000047683716,original
01122123.mseed,01122123_range_1_20.mseed,25.328424883590568,time_shift_range_1_20
01122123.mseed,01122123_range_25_35.mseed,55.3093348946422,time_shift_range_25_35
01122209.mseed,01122209.mseed,30.5,original
01122209.mseed,01122209_range_1_20.mseed,21.446569316959184,time_shift_range_1_20
01122209.mseed,01122209_range_25_35.mseed,58.113178131968645,time_shift_range_25_35
01122347.mseed,01122347.mseed,31.0,original
01122347.mseed,01122347_range_1_20.mseed,26.469574890207742,time_shift_range_1_20
01122347.mseed,01122347_range_25_35.mseed,31.39334808835436,time_shift_range_25_35
01130111.mseed,01130111.mseed,30.700000047683716,original
01130111.mseed,01130111_range_1_20.mseed,11.990555106738768,time_shift_range_1_20
01130111.mseed,01130111_range_25_35.mseed,37.78164787294642,time_shift_range_25_35
01130118.mseed,01130118.mseed,30.700000047683716,original
01130118.mseed,01130118_range_1_20.mseed,18.572002702584324,time_shift_range_1_20
01130118.mseed,01130118_range_25_35.mseed,55.804201331272814,time_shift_range_25_35
01130123.mseed,01130123.mseed,31.5,original
01130123.mseed,01130123_range_1_20.mseed,8.223485704082472,time_shift_range_1_20
01130123.mseed,01130123_range_25_35.mseed,44.94987515447092,time_shift_range_25_35
01130310.mseed,01130310.mseed,30.5,original
01130310.mseed,01130310_range_1_20.mseed,21.898038883963608,time_shift_range_1_20
01130310.mseed,01130310_range_25_35.mseed,52.43409365529823,time_shift_range_25_35
01130852.mseed,01130852.mseed,30.799999952316284,original
01130852.mseed,01130852_range_1_20.mseed,16.21460662006923,time_shift_range_1_20
01130852.mseed,01130852_range_25_35.mseed,52.55152438582532,time_shift_range_25_35
01131027.mseed,01131027.mseed,30.90000009536743,original
01131027.mseed,01131027_range_1_20.mseed,12.949772750808023,time_shift_range_1_20
01131027.mseed,01131027_range_25_35.mseed,34.17819371411771,time_shift_range_25_35
01131106.mseed,01131106.mseed,30.59999990463257,original
01131106.mseed,01131106_range_1_20.mseed,2.867868649870772,time_shift_range_1_20
01131106.mseed,01131106_range_25_35.mseed,30.394344700885835,time_shift_range_25_35
01131709.mseed,01131709.mseed,30.799999952316284,original
01131709.mseed,01131709_range_1_20.mseed,29.45816826950726,time_shift_range_1_20
01131709.mseed,01131709_range_25_35.mseed,32.267678672976295,time_shift_range_25_35
01140007.mseed,01140007.mseed,30.90000009536743,original
01140007.mseed,01140007_range_1_20.mseed,3.212494234999145,time_shift_range_1_20
01140007.mseed,01140007_range_25_35.mseed,30.457540729086528,time_shift_range_25_35
01140502.mseed,01140502.mseed,31.0,original
01140502.mseed,01140502_range_1_20.mseed,19.56692192008784,time_shift_range_1_20
01140502.mseed,01140502_range_25_35.mseed,38.50440906214741,time_shift_range_25_35
01140849.mseed,01140849.mseed,30.90000009536743,original
01140849.mseed,01140849_range_1_20.mseed,28.17156267015673,time_shift_range_1_20
01140849.mseed,01140849_range_25_35.mseed,47.85605420178472,time_shift_range_25_35
01140951.mseed,01140951.mseed,30.90000009536743,original
01140951.mseed,01140951_range_1_20.mseed,22.424193757298347,time_shift_range_1_20
01140951.mseed,01140951_range_25_35.mseed,39.029219563743,time_shift_range_25_35
01142309.mseed,01142309.mseed,30.799999952316284,original
01142309.mseed,01142309_range_1_20.mseed,19.97070409127822,time_shift_range_1_20
01142309.mseed,01142309_range_25_35.mseed,37.507666814585974,time_shift_range_25_35
01142356.mseed,01142356.mseed,30.200000047683716,original
01142356.mseed,01142356_range_1_20.mseed,20.326606554758868,time_shift_range_1_20
01142356.mseed,01142356_range_25_35.mseed,39.410640366779774,time_shift_range_25_35
01150236.mseed,01150236.mseed,30.40000009536743,original
01150236.mseed,01150236_range_1_20.mseed,20.732874955142748,time_shift_range_1_20
01150236.mseed,01150236_range_25_35.mseed,32.66985729693843,time_shift_range_25_35
01150237.mseed,01150237.mseed,31.0,original
01150237.mseed,01150237_range_1_20.mseed,1.139353311699624,time_shift_range_1_20
01150237.mseed,01150237_range_25_35.mseed,30.640476520413692,time_shift_range_25_35
01150258.mseed,01150258.mseed,30.200000047683716,original
01150258.mseed,01150258_range_1_20.mseed,17.399246572704122,time_shift_range_1_20
01150258.mseed,01150258_range_25_35.mseed,34.048019191546615,time_shift_range_25_35
01150913.mseed,01150913.mseed,30.5,original
01150913.mseed,01150913_range_1_20.mseed,10.994077169783576,time_shift_range_1_20
01150913.mseed,01150913_range_25_35.mseed,37.875725495277955,time_shift_range_25_35
01151144.mseed,01151144.mseed,30.09999990463257,original
01151144.mseed,01151144_range_1_20.mseed,14.940683091986429,time_shift_range_1_20
01151144.mseed,01151144_range_25_35.mseed,40.304417763082085,time_shift_range_25_35
01151534.mseed,01151534.mseed,31.0,original
01151534.mseed,01151534_range_1_20.mseed,12.618405094045919,time_shift_range_1_20
01151534.mseed,01151534_range_25_35.mseed,35.347851876513495,time_shift_range_25_35
01152343.mseed,01152343.mseed,30.200000047683716,original
01152343.mseed,01152343_range_1_20.mseed,4.551350786808671,time_shift_range_1_20
01152343.mseed,01152343_range_25_35.mseed,46.39177657422333,time_shift_range_25_35
01160958.mseed,01160958.mseed,30.40000009536743,original
01160958.mseed,01160958_range_1_20.mseed,15.980848864429865,time_shift_range_1_20
01160958.mseed,01160958_range_25_35.mseed,52.459753983995256,time_shift_range_25_35
01161101.mseed,01161101.mseed,30.40000009536743,original
01161101.mseed,01161101_range_1_20.mseed,29.68298512278791,time_shift_range_1_20
01161101.mseed,01161101_range_25_35.mseed,42.80644996450632,time_shift_range_25_35
01161214.mseed,01161214.mseed,30.5,original
01161214.mseed,01161214_range_1_20.mseed,15.599390288986223,time_shift_range_1_20
01161214.mseed,01161214_range_25_35.mseed,53.374609562457366,time_shift_range_25_35
01161231.mseed,01161231.mseed,30.5,original
01161231.mseed,01161231_range_1_20.mseed,2.7270407084618595,time_shift_range_1_20
01161231.mseed,01161231_range_25_35.mseed,52.26124378960944,time_shift_range_25_35
01161249.mseed,01161249.mseed,30.40000009536743,original
01161249.mseed,01161249_range_1_20.mseed,8.139631031278567,time_shift_range_1_20
01161249.mseed,01161249_range_25_35.mseed,30.29412142370043,time_shift_range_25_35
01161253.mseed,01161253.mseed,30.799999952316284,original
01161253.mseed,01161253_range_1_20.mseed,23.809194170259904,time_shift_range_1_20
01161253.mseed,01161253_range_25_35.mseed,44.272677501080565,time_shift_range_25_35
01161327.mseed,01161327.mseed,30.59999990463257,original
01161327.mseed,01161327_range_1_20.mseed,17.421503385242495,time_shift_range_1_20
01161327.mseed,01161327_range_25_35.mseed,50.636998574310724,time_shift_range_25_35
01161743.mseed,01161743.mseed,31.0,original
